CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TAB_X_CLASSE_SERIE;TAB_X_QT_COTA;TAB_X_VL_COTA
08.756.222/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS TRADEMAX RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 2;0.00;0.00
08.756.222/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS TRADEMAX RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 3;0.00;0.00
08.756.222/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS TRADEMAX RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 4;0.00;0.00
08.756.222/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS TRADEMAX RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 5;0.00;0.00
08.756.222/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS TRADEMAX RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 6;0.00;0.00
08.756.222/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS TRADEMAX RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 7;0.00;0.00
08.756.222/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS TRADEMAX RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 8;6025.90;1475.30
08.756.222/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS TRADEMAX RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 9;11574.01;1144.35
08.756.222/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS TRADEMAX RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 10;0.00;0.00
08.756.222/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS TRADEMAX RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 11;9024.50;1033.97
08.756.222/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS TRADEMAX RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;32700.55;2101.72
08.756.222/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS TRADEMAX RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;35.84;3467905.12
08.845.618/0001-64;FIDC MULTISETORIAL MAXIMUM;2024-11-30;Subclasse Senior S?rie 1;125952.93;18.87
08.845.618/0001-64;FIDC MULTISETORIAL MAXIMUM;2024-11-30;Subclasse Senior S?rie 2;73419.91;21.74
08.845.618/0001-64;FIDC MULTISETORIAL MAXIMUM;2024-11-30;Subclasse Senior S?rie 3;70680.03;24.26
08.845.618/0001-64;FIDC MULTISETORIAL MAXIMUM;2024-11-30;Subclasse Subordinada Mezanino 1 | S?rie 1;37124.35;0.01
08.845.618/0001-64;FIDC MULTISETORIAL MAXIMUM;2024-11-30;Subclasse Subordinada Mezanino 2 | S?rie 1;18541.98;0.01
08.845.618/0001-64;FIDC MULTISETORIAL MAXIMUM;2024-11-30;Subclasse Subordinada Mezanino 3 | S?rie 1;14099.60;0.01
08.845.618/0001-64;FIDC MULTISETORIAL MAXIMUM;2024-11-30;Subclasse Subordinada Subordinada 1 |;9623.73;0.01
08.927.488/0001-09;FIDC TRENDBANK BANCO DE FOMENTO - MULTISETORIAL;2024-11-30;Subclasse Senior Série 1;9812.32;0.00
08.927.488/0001-09;FIDC TRENDBANK BANCO DE FOMENTO - MULTISETORIAL;2024-11-30;Subclasse Senior Série 2;9908.72;0.00
08.927.488/0001-09;FIDC TRENDBANK BANCO DE FOMENTO - MULTISETORIAL;2024-11-30;Subclasse Senior Série 3;4993.38;0.00
08.927.488/0001-09;FIDC TRENDBANK BANCO DE FOMENTO - MULTISETORIAL;2024-11-30;Subclasse Senior Série 4;3474.27;0.00
08.927.488/0001-09;FIDC TRENDBANK BANCO DE FOMENTO - MULTISETORIAL;2024-11-30;Subclasse Subordinada  | Série 1;16957.76;0.00
08.930.397/0001-22;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL PROSPECTA LP;2024-11-30;Subclasse Senior Série 1;18897.13;1806.50
08.930.397/0001-22;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL PROSPECTA LP;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;7.66;1869.97
08.930.397/0001-22;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL PROSPECTA LP;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 2;6619.42;1779.88
08.930.397/0001-22;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL PROSPECTA LP;2024-11-30;Subclasse Subordinada Subordinada 1 |;49115.24;433.68
08.987.105/0001-98;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - FORNECEDORES I DE RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;16.67;5947691.82
08.987.105/0001-98;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - FORNECEDORES I DE RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
09.009.924/0001-23;ECO MULTI COMMODITIES FIDC FINANCEIROS AGROPECUARIOS;2024-11-30;Subclasse Senior Série 1;0.00;0.00
09.009.924/0001-23;ECO MULTI COMMODITIES FIDC FINANCEIROS AGROPECUARIOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;129.00;-4322.95
09.009.924/0001-23;ECO MULTI COMMODITIES FIDC FINANCEIROS AGROPECUARIOS;2024-11-30;Subclasse Subordinada Subordinada 1 | 0;27.50;0.00
09.057.948/0001-58;FIDC MULTISETORIAL EXICON I;2024-11-30;Subclasse Senior Série 1;0.00;0.00
09.057.948/0001-58;FIDC MULTISETORIAL EXICON I;2024-11-30;Subclasse Senior Série 2;0.00;0.00
09.057.948/0001-58;FIDC MULTISETORIAL EXICON I;2024-11-30;Subclasse Senior Série 3;59.99;53999.07
09.057.948/0001-58;FIDC MULTISETORIAL EXICON I;2024-11-30;Subclasse Senior Série 4;45.58;46999.53
09.057.948/0001-58;FIDC MULTISETORIAL EXICON I;2024-11-30;Subclasse Senior Série 5;0.00;0.00
09.057.948/0001-58;FIDC MULTISETORIAL EXICON I;2024-11-30;Subclasse Senior Série 6;50.78;129248.34
09.057.948/0001-58;FIDC MULTISETORIAL EXICON I;2024-11-30;Subclasse Senior Série 7;19.84;37986.47
09.057.948/0001-58;FIDC MULTISETORIAL EXICON I;2024-11-30;Subclasse Senior Série 8;0.00;0.00
09.057.948/0001-58;FIDC MULTISETORIAL EXICON I;2024-11-30;Subclasse Senior Série 9;0.00;0.00
09.057.948/0001-58;FIDC MULTISETORIAL EXICON I;2024-11-30;Subclasse Senior Série 10;19.51;36484.12
09.057.948/0001-58;FIDC MULTISETORIAL EXICON I;2024-11-30;Subclasse Senior Série 11;484.86;24649.81
09.057.948/0001-58;FIDC MULTISETORIAL EXICON I;2024-11-30;Subclasse Senior Série 12;14.00;33254.59
09.057.948/0001-58;FIDC MULTISETORIAL EXICON I;2024-11-30;Subclasse Senior Série 13;119.39;31002.41
09.057.948/0001-58;FIDC MULTISETORIAL EXICON I;2024-11-30;Subclasse Senior Série 14;7.91;20725.87
09.057.948/0001-58;FIDC MULTISETORIAL EXICON I;2024-11-30;Subclasse Subordinada Subordinada 1 |;253.94;234447.41
09.072.384/0001-22;CREDITMIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
09.072.384/0001-22;CREDITMIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;47.68;572827.16
09.104.359/0001-83;DETOMASO FIDC-NP MULTISSETORIAL;2024-11-30;Subclasse Senior Série 1;44.57;1658680.52
09.104.359/0001-83;DETOMASO FIDC-NP MULTISSETORIAL;2024-11-30;Subclasse Subordinada Subordinada 1 |;39.16;2509130.20
09.115.244/0001-94;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRATEX PRECATÓRIO II - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;211.71;7227413.37
09.115.244/0001-94;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRATEX PRECATÓRIO II - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada  |;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 1;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 2;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 3;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 4;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 5;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 6;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 7;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 8;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 9;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 10;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 11;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 12;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 13;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 14;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 15;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 16;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 17;6765.09;12109.65
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;217981.02;0.66
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 1;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Subordinada Mezanino 3 | Série 1;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Subordinada Mezanino 4 | Série 1;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Subordinada Mezanino 5 | Série 1;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Subordinada Mezanino 6 | Série 1;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Subordinada Mezanino 7 | Série 1;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Subordinada Mezanino 8 | Série 1;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Subordinada Mezanino 9 | Série 1;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Subordinada Mezanino 10 | Série 1;0.00;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Subordinada Mezanino 11 | Série 1;1245.96;12208.90
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;856.69;12544.61
09.163.026/0001-25;MERIDIANO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS - NÃO PADRONIZADO;2024-11-30;Subclasse Senior;0.00;0.00
09.163.026/0001-25;MERIDIANO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS - NÃO PADRONIZADO;2024-11-30;Subclasse Subordinada Subordinada 1 |;19.21;3649789.51
09.172.117/0001-27;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL ÁSIA LP;2024-11-30;Subclasse Senior Série 1;78344.55;1024.53
09.172.117/0001-27;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL ÁSIA LP;2024-11-30;Subclasse Subordinada Subordinada 1 |;16936.65;12149.19
09.194.841/0001-51;ATLÂNTICO FIDC - NP;2024-11-30;Subclasse Senior Série 1;0.00;0.00
09.194.841/0001-51;ATLÂNTICO FIDC - NP;2024-11-30;Subclasse Subordinada Subordinada 1 |;64.39;2804433.41
09.195.235/0001-50;FIDC DO SISTEMA PETROBRAS;2024-11-30;Subclasse Senior Série 1;20066.82;4749008.21
09.195.235/0001-50;FIDC DO SISTEMA PETROBRAS;2024-11-30;Subclasse Subordinada Subordinada 1 |;78222.80;10924.96
09.217.017/0001-70;ACCESS 1 FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
09.217.017/0001-70;ACCESS 1 FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada  |;0.00;0.00
09.217.024/0001-71;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRANQUIAS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
09.217.024/0001-71;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRANQUIAS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;2745.14;757187.92
09.220.444/0001-07;DELTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 1;0.00;0.00
09.220.444/0001-07;DELTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 2;0.00;0.00
09.220.444/0001-07;DELTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 3;0.00;0.00
09.220.444/0001-07;DELTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 4;1.00;810683.01
09.220.444/0001-07;DELTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;290.64;81336.57
09.221.411/0001-81;VERTIGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 1;0.00;0.00
09.221.411/0001-81;VERTIGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 2;0.00;0.00
09.221.411/0001-81;VERTIGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 3;0.00;0.00
09.221.411/0001-81;VERTIGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 4;0.00;0.00
09.221.411/0001-81;VERTIGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 5;0.00;0.00
09.221.411/0001-81;VERTIGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 6;0.00;0.00
09.221.411/0001-81;VERTIGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 7;0.00;0.00
09.221.411/0001-81;VERTIGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 8;6278.03;1195.54
09.221.411/0001-81;VERTIGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior Série 9;15005.14;1259.47
09.221.411/0001-81;VERTIGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;3906.72;6519.09
09.236.210/0001-58;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRECATÓRIOS SELECIONADOS I;2024-11-30;Subclasse Senior Série 1;157.26;1350953.19
09.236.210/0001-58;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRECATÓRIOS SELECIONADOS I;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
09.239.216/0001-89;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL SM LP;2024-11-30;Subclasse Senior Série 2;0.00;0.00
09.239.216/0001-89;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL SM LP;2024-11-30;Subclasse Senior Série 3;0.00;0.00
09.239.216/0001-89;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL SM LP;2024-11-30;Subclasse Senior Série 4;0.00;0.00
09.239.216/0001-89;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL SM LP;2024-11-30;Subclasse Subordinada Subordinada 1 |;6754.10;1549.23
09.260.031/0001-56;FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO SRM;2024-11-30;Subclasse Senior Série 1;0.00;0.00
09.260.031/0001-56;FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO SRM;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;0.00;0.00
09.260.031/0001-56;FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO SRM;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 2;0.00;0.00
09.260.031/0001-56;FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO SRM;2024-11-30;Subclasse Subordinada Mezanino 5 | Série 3;0.00;0.00
09.260.031/0001-56;FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO SRM;2024-11-30;Subclasse Subordinada Mezanino 3 | Série 9;48.50;82708.90
09.260.031/0001-56;FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO SRM;2024-11-30;Subclasse Subordinada Mezanino 4 | Série 10;161.65;165208.31
09.260.031/0001-56;FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO SRM;2024-11-30;Subclasse Subordinada Mezanino 6 | Série 4;353.13;8920.83
09.260.031/0001-56;FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO SRM;2024-11-30;Subclasse Subordinada Subordinada 1 |;2937.48;844.90
09.266.437/0001-46;JPP EMPRESAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA;2024-11-30;Subclasse Senior Série 1;1177.99;55396.78
09.266.437/0001-46;JPP EMPRESAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA;2024-11-30;Subclasse Subordinada  |;0.00;0.00
09.363.400/0001-36;MERCANTIL NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS MULTISETORIAL;2024-11-30;Subclasse Senior Série 1;2.03;1041351.91
09.363.400/0001-36;MERCANTIL NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS MULTISETORIAL;2024-11-30;Subclasse Senior Série 2;251.85;29663.35
09.363.400/0001-36;MERCANTIL NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS MULTISETORIAL;2024-11-30;Subclasse Senior Série 7;6000.00;1022.73
09.363.400/0001-36;MERCANTIL NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS MULTISETORIAL;2024-11-30;Subclasse Subordinada Subordinada 1 |;4388.98;35179.33
09.410.142/0001-00;TARGET FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS- MULTICREDITO;2024-11-30;Subclasse Senior Série 3;0.00;0.00
09.410.142/0001-00;TARGET FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS- MULTICREDITO;2024-11-30;Subclasse Senior Série 4;0.00;0.00
09.410.142/0001-00;TARGET FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS- MULTICREDITO;2024-11-30;Subclasse Senior Série 5;7377.08;1042.00
09.410.142/0001-00;TARGET FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS- MULTICREDITO;2024-11-30;Subclasse Subordinada Subordinada 1 |;13353.03;1931.40
09.414.255/0001-75;DANIELE I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2024-11-30;Subclasse Senior Série 1;1000.00;4240.85
09.414.255/0001-75;DANIELE I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;3128.15;5999.08
09.443.633/0001-49;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRATEX PRECATÓRIO III - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;53.38;12942241.81
09.443.633/0001-49;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRATEX PRECATÓRIO III - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada  |;0.00;0.00
09.520.712/0001-06;GRAN FIDC NÃO-PADRONIZADOS MULTISSETORIAL NP - GRANFIDC;2024-11-30;Subclasse Senior Série 1;0.00;0.00
09.520.712/0001-06;GRAN FIDC NÃO-PADRONIZADOS MULTISSETORIAL NP - GRANFIDC;2024-11-30;Subclasse Subordinada Subordinada 1 |;621.90;34093.13
09.527.140/0001-97;BSPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL;2024-11-30;Subclasse Senior Série 1;1819.17;201710.56
09.527.140/0001-97;BSPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada  |;0.00;0.00
09.577.075/0001-04;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BANCO GM - FINANCIAMENTO A CONCESSIONÁRIAS;2024-11-30;Subclasse Senior Série 7;1000000.00;302.34
09.577.075/0001-04;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BANCO GM - FINANCIAMENTO A CONCESSIONÁRIAS;2024-11-30;Subclasse Subordinada Subordinada 1 |;73909.72;1902.33
09.584.892/0001-90;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS EXODUS - D30;2024-11-30;Subclasse Senior;0.00;0.00
09.584.892/0001-90;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS EXODUS - D30;2024-11-30;Subclasse Subordinada Subordinada 1 |;121.72;0.00
09.584.892/0001-90;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS EXODUS - D30;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;282.42;35.40
09.609.468/0001-52;MACRO FUND - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Senior;0.00;0.00
09.609.468/0001-52;MACRO FUND - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;6903.00;3517.42
09.636.040/0001-07;ATLANTIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
