CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;CLASSE_UNICA;CNPJ_ADMIN;ADMIN;CLASSE;CNPJ_CLASSE;CONDOM;FUNDO_EXCLUSIVO;COTST_INTERESSE;PRAZO_CONVERSAO_COTA;TP_PRAZO_CONVERSAO_COTA;PRAZO_PAGTO_RESGATE;TP_PRAZO_PAGTO_RESGATE;TAB_I_VL_ATIVO;TAB_I1_VL_DISP;TAB_I2_VL_CARTEIRA;TAB_I2A_VL_DIRCRED_RISCO;TAB_I2A1_VL_CRED_VENC_AD;TAB_I2A2_VL_CRED_VENC_INAD;TAB_I2A21_VL_TOTAL_PARCELA_INAD;TAB_I2A3_VL_CRED_INAD;TAB_I2A4_VL_CRED_DIRCRED_PERFM;TAB_I2A5_VL_CRED_VENCIDO_PENDENTE;TAB_I2A6_VL_CRED_EMP_RECUP;TAB_I2A7_VL_CRED_RECEITA_PUBLICA;TAB_I2A8_VL_CRED_ACAO_JUDIC;TAB_I2A9_VL_CRED_FATOR_RISCO;TAB_I2A10_VL_CRED_DIVERSO;TAB_I2A11_VL_REDUCAO_RECUP;TAB_I2A12_CPF_CNPJ_CEDENTE_1;TAB_I2A12_PR_CEDENTE_1;TAB_I2A12_CPF_CNPJ_CEDENTE_2;TAB_I2A12_PR_CEDENTE_2;TAB_I2A12_CPF_CNPJ_CEDENTE_3;TAB_I2A12_PR_CEDENTE_3;TAB_I2A12_CPF_CNPJ_CEDENTE_4;TAB_I2A12_PR_CEDENTE_4;TAB_I2A12_CPF_CNPJ_CEDENTE_5;TAB_I2A12_PR_CEDENTE_5;TAB_I2A12_CPF_CNPJ_CEDENTE_6;TAB_I2A12_PR_CEDENTE_6;TAB_I2A12_CPF_CNPJ_CEDENTE_7;TAB_I2A12_PR_CEDENTE_7;TAB_I2A12_CPF_CNPJ_CEDENTE_8;TAB_I2A12_PR_CEDENTE_8;TAB_I2A12_CPF_CNPJ_CEDENTE_9;TAB_I2A12_PR_CEDENTE_9;TAB_I2B_VL_DIRCRED_SEM_RISCO;TAB_I2B1_VL_CRED_VENC_AD;TAB_I2B2_VL_CRED_VENC_INAD;TAB_I2B21_VL_TOTAL_PARCELA_INAD;TAB_I2B3_VL_CRED_INAD;TAB_I2B4_VL_CRED_DIRCRED_PERFM;TAB_I2B5_VL_CRED_VENCIDO_PENDENTE;TAB_I2B6_VL_CRED_EMP_RECUP;TAB_I2B7_VL_CRED_RECEITA_PUBLICA;TAB_I2B8_VL_CRED_ACAO_JUDIC;TAB_I2B9_VL_CRED_FATOR_RISCO;TAB_I2B10_VL_CRED_DIVERSO;TAB_I2B11_VL_REDUCAO_RECUP;TAB_I2B12_CPF_CNPJ_CEDENTE_1;TAB_I2B12_PR_CEDENTE_1;TAB_I2B12_CPF_CNPJ_CEDENTE_2;TAB_I2B12_PR_CEDENTE_2;TAB_I2B12_CPF_CNPJ_CEDENTE_3;TAB_I2B12_PR_CEDENTE_3;TAB_I2B12_CPF_CNPJ_CEDENTE_4;TAB_I2B12_PR_CEDENTE_4;TAB_I2B12_CPF_CNPJ_CEDENTE_5;TAB_I2B12_PR_CEDENTE_5;TAB_I2B12_CPF_CNPJ_CEDENTE_6;TAB_I2B12_PR_CEDENTE_6;TAB_I2B12_CPF_CNPJ_CEDENTE_7;TAB_I2B12_PR_CEDENTE_7;TAB_I2B12_CPF_CNPJ_CEDENTE_8;TAB_I2B12_PR_CEDENTE_8;TAB_I2B12_CPF_CNPJ_CEDENTE_9;TAB_I2B12_PR_CEDENTE_9;TAB_I2C_VL_VLMOB;TAB_I2C1_VL_DEBENTURE;TAB_I2C2_VL_CRI;TAB_I2C3_VL_NP_COMERC;TAB_I2C4_VL_LETRA_FINANC;TAB_I2C5_VL_COTA_FUNDO_ICVM555;TAB_I2C5_VL_COTA_FIF;TAB_I2C6_VL_OUTRO;TAB_I2D_VL_TITPUB_FED;TAB_I2E_VL_CDB;TAB_I2F_VL_OPER_COMPROM;TAB_I2G_VL_OUTRO_RF;TAB_I2H_VL_COTA_FIDC;TAB_I2I_VL_COTA_FIDC_NP;TAB_I2J_VL_CONTRATO_FUTURO;TAB_I2_DEBENTURE_CRI;TAB_I2_COTA_FIDC;TAB_I2_VL_OUTRO_ATIVO;TAB_I3_VL_POSICAO_DERIV;TAB_I3A_VL_MERCADO_TERMO;TAB_I3B_VL_MERCADO_OPCAO;TAB_I3C_VL_MERCADO_FUTURO;TAB_I3D_VL_DIFER_SWAP;TAB_I3E_VL_COBERTURA;TAB_I3F_VL_DEPOSITO_MARGEM;TAB_I4_VL_OUTRO_ATIVO;TAB_I4A_VL_CPRAZO;TAB_I4B_VL_LPRAZO
08.678.936/0001-88;SIFRA PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;SIFRA PLUS FIDC MULTISSEGMENTOS;8678936000188;ABERTO;N;N;1;DIAS ÚTEIS;0;DIAS ÚTEIS;940063541.21;10584373.27;915004195.67;311980959.95;282217386.57;29513915.16;6418794.05;8311993.78;0.00;2084913.77;0.00;0.00;0.00;0.00;;8062335.56;99999999999999;0.00;;;;;;;;;;;;;;;;;507477902.02;441304189.77;63691191.59;17125199.44;22480953.35;0.00;3124586.70;0.00;0.00;0.00;0.00;;19998432.69;99999999999999;0.00;;;;;;;;;;;;;;;;;83803700.91;0.00;0.00;0.00;0.00;;83803700.91;0.00;2872434.22;0.00;8869198.57;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14474972.27;14474967.53;4.74
08.692.888/0001-82;CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;N;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;SUPPLIERCARD FIDC;8692888000182;ABERTO;N;N;;;;;870774082.00;1736.10;850630185.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;680644115.00;643194018.62;0.00;0.00;189077096.12;0.00;0.00;0.00;0.00;0.00;0.00;;151626999.74;;;;;;;;;;;;;;;;;;;133715500.11;0.00;0.00;0.00;0.00;;133715500.11;0.00;36270570.28;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20142160.51;0.00;20142160.51
08.756.222/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS TRADEMAX RESPONSABILIDADE LIMITADA;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;FIDC MULTISSETORIAL TRADEMAX;8756222000140;FECHADO;N;N;;;;;227972832.13;2457.63;227000477.25;83741790.35;62585682.35;24804586.74;2971063.67;1216528.46;0.00;1308.81;0.00;0.00;0.00;0.00;;4865007.20;39676772000183;37.14;;;;;;;;;;;;;;;;;125545311.12;81204797.84;41618407.90;3747154.64;3595966.91;0.00;1467601.15;0.00;0.00;0.00;0.00;;873861.53;07661284000106;10.76;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;171606.34;0.00;17541769.44;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;969897.25;969897.25;0.00
08.845.618/0001-64;FIDC MULTISETORIAL MAXIMUM;2024-11-30;S;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.;?nica;8845618000164;FECHADO;N;N;;;;;6491099.40;73.48;6491025.92;0.00;0.00;0.00;0.00;317290297.94;0.00;0.00;0.00;0.00;0.00;0.00;;317290297.94;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;6491025.92;0.00;0.00;0.00;0.00;;6491025.92;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.927.488/0001-09;FIDC TRENDBANK BANCO DE FOMENTO - MULTISETORIAL;2024-11-30;S;45.246.410/0001-55;BANCO GENIAL S.A.;;8927488000109;FECHADO;N;N;;;;;133989.00;764.85;133224.15;0.00;0.00;6618574.25;6618574.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;6618574.25;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;133224.15;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.930.397/0001-22;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL PROSPECTA LP;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;FIDC MULTISETORIAL PROSPECTA LP;8930397000122;ABERTO;N;N;0;DIAS ÚTEIS;0;DIAS ÚTEIS;72769621.78;5236599.84;67240399.72;9648402.55;9648402.55;160580.22;24704.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;160580.22;41575962000156;14.30;;;;;;;;;;;;;;;;;55304594.91;29353601.44;25326509.00;4059452.69;648333.74;0.00;361452.89;0.00;0.00;0.00;0.00;;23849.27;82381815000122;66.29;;;;;;;;;;;;;;;;;2170665.05;0.00;0.00;0.00;0.00;;2170665.05;0.00;116737.21;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;292622.22;292622.22;0.00
08.987.105/0001-98;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - FORNECEDORES I DE RESPONSABILIDADE LIMITADA;2024-11-30;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;;8987105000198;ABERTO;N;N;1;DIAS ÚTEIS;1;DIAS ÚTEIS;99284565.71;42.62;99283823.21;97391160.17;97391160.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;13543822000160;26.59;26336941000194;13.51;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;1892663.04;0.00;0.00;0.00;0.00;;1892663.04;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;699.88;699.88;0.00
09.009.924/0001-23;ECO MULTI COMMODITIES FIDC FINANCEIROS AGROPECUARIOS;2024-11-30;S;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;;9009924000123;FECHADO;N;N;;;;;2733299.42;500.00;236901.32;0.00;0.00;0.00;0.00;47605063.36;0.00;0.00;0.00;0.00;0.00;0.00;;47605063.36;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;236901.32;0.00;0.00;0.00;0.00;;236901.32;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2495898.10;2495898.10;0.00
09.057.948/0001-58;FIDC MULTISETORIAL EXICON I;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;FIDC MULTISETORIAL EXICON I;9057948000158;FECHADO;N;S;;;;;90098020.51;799519.63;89144011.95;21891170.49;15308352.46;6202296.08;312434.48;658141.15;0.00;65415.96;0.00;0.00;0.00;0.00;;277619.20;11581339000145;15.14;;;;;;;;;;;;;;;;;56863294.28;50364458.08;20899222.26;2765045.15;3640386.63;0.00;228829.06;0.00;0.00;0.00;0.00;;18040772.69;07312248000137;17.95;11581339000145;17.95;93101632000122;14.48;;;;;;;;;;;;;10349830.89;0.00;0.00;0.00;0.00;;10349830.89;0.00;39716.29;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;154488.93;154488.93;0.00
09.072.384/0001-22;CREDITMIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;S;36.864.992/0001-42;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;9072384000122;FECHADO;N;S;;;;;27446720.08;4616.70;27168235.08;26189011.41;26189011.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;963621.87;0.00;0.00;0.00;0.00;;963621.87;0.00;15601.80;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;273868.30;273868.30;0.00
09.104.359/0001-83;DETOMASO FIDC-NP MULTISSETORIAL;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;DETOMASO FIDC NP MULTISSETORIAL;9104359000183;FECHADO;N;S;;;;;174548525.39;273082.60;173466972.76;22902630.44;22902630.44;0.00;0.00;8047148.71;0.00;0.00;0.00;0.00;0.00;0.00;;8047148.71;99999999999999;0.00;;;;;;;;;;;;;;;;;76062680.68;77775922.75;2529533.93;553080.53;200353.22;0.00;227273.96;0.00;0.00;0.00;0.00;;4443129.22;03210400000110;13.23;84529874000120;12.78;;;;;;;;;;;;;;;60695322.52;30084545.76;0.00;0.00;0.00;;30610776.76;0.00;2939769.96;0.00;5810004.45;0.00;5056564.71;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;808470.03;735121.65;73348.38
09.115.244/0001-94;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRATEX PRECATÓRIO II - RESPONSABILIDADE LIMITADA;2024-11-30;S;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;;9115244000194;FECHADO;S;S;;;;;1530677261.89;1.00;1530645241.86;1526476107.18;1526476107.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;8765374000100;99.76;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;4169134.68;0.00;0.00;0.00;0.00;;4169134.68;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;32019.03;32019.03;0.00
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;S;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;9137729000189;FECHADO;N;N;;;;;109544817.27;118544.25;107648883.47;32681002.79;25521449.72;0.00;0.00;11471983.06;0.00;0.00;0.00;0.00;0.00;0.00;;4312429.99;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;61040105.62;47848082.69;0.00;0.00;20769182.16;0.00;0.00;0.00;0.00;0.00;0.00;;7577159.23;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;13459550.10;0.00;0.00;0.00;0.00;;13459550.10;0.00;468224.96;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1777389.55;1777389.55;0.00
09.163.026/0001-25;MERIDIANO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS - NÃO PADRONIZADO;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;MERIDIANO  FIDC MULTISEGMENTOS  NP;9163026000125;FECHADO;N;N;;;;;70852795.36;2508.60;70581938.87;61795572.75;61795560.90;3.00;2.00;81249912.43;0.00;0.00;0.00;1090501.04;0.00;0.00;;81249903.58;14007592000188;79.32;09163026000125;28.46;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;34237508.08;0.00;0.00;0.00;1090501.04;0.00;0.00;;34237508.08;09163026000125;48.78;;;;;;;;;;;;;;;;;3211946.12;2509026.35;0.00;0.00;0.00;;702919.77;0.00;265230.64;0.00;0.00;0.00;5309189.36;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;268347.89;268347.89;0.00
09.172.117/0001-27;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL ÁSIA LP;2024-11-30;S;39.669.186/0001-01;HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;9172117000127;FECHADO;N;N;;;;;296439651.42;202079.98;293637724.50;18024445.79;18448561.97;0.00;0.00;11991502.70;0.00;0.00;713876.61;0.00;0.00;0.00;;12415618.88;;;;;;;;;;;;;;;;;;;242956138.01;241456676.99;0.00;0.00;33696320.00;0.00;0.00;7446585.56;0.00;0.00;0.00;;32196858.98;;;;;;;;;;;;;;;;;;;1234025.85;0.00;0.00;0.00;0.00;;1234025.85;0.00;0.00;31423114.85;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2599846.94;2599846.94;0.00
09.194.841/0001-51;ATLÂNTICO FIDC - NP;2024-11-30;S;16.695.922/0001-09;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;;9194841000151;FECHADO;N;N;;;;;196795928.43;324659.01;195523251.67;192228583.09;2261781.45;0.00;0.00;189966801.64;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;106.45;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;1829768.26;0.00;0.00;0.00;0.00;;1829768.26;0.00;0.00;1464900.32;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;948017.75;948017.75;0.00
09.195.235/0001-50;FIDC DO SISTEMA PETROBRAS;2024-11-30;S;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;;9195235000150;ABERTO;S;N;0;DIAS CORRIDOS;0;DIAS CORRIDOS;96550833854.58;100594.53;96550712356.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;70458883673.06;70458883673.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;33000167000101;73.28;;;;;;;;;;;;;;;;;26091828683.24;0.00;0.00;0.00;0.00;;26091828683.24;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20903.75;20903.75;0.00
09.217.017/0001-70;ACCESS 1 FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2024-11-30;S;01.522.368/0001-82;BANCO BNP PARIBAS BRASIL S/A;;9217017000170;FECHADO;S;S;;;;;295974812.66;703.69;295974108.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;295974108.97;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
09.217.024/0001-71;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRANQUIAS - RESPONSABILIDADE LIMITADA;2024-11-30;S;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;9217024000171;ABERTO;S;S;720;DIAS CORRIDOS;780;DIAS CORRIDOS;2079577852.97;0.00;2065467700.01;1905071599.57;1904383121.54;0.00;0.00;857576.38;0.00;0.00;0.00;0.00;0.00;0.00;;169098.35;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;160166860.55;0.00;0.00;0.00;0.00;;160166860.55;0.00;229239.89;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14110152.96;14110152.96;0.00
09.220.444/0001-07;DELTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;S;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;9220444000107;FECHADO;N;N;;;;;24801803.13;62072.40;24140576.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;21937311.54;21002801.98;0.00;0.00;18467656.93;0.00;0.00;0.00;0.00;0.00;0.00;;17533147.37;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;2155374.76;0.00;0.00;0.00;0.00;;2155374.76;0.00;47890.14;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;599154.29;599154.29;0.00
09.221.411/0001-81;VERTIGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;S;11.758.741/0001-52;BANCO FINAXIS S.A.;;9221411000181;FECHADO;N;N;;;;;52729929.02;1999.75;51451026.10;8122933.34;7928266.77;0.00;0.00;367350.03;0.00;0.00;0.00;0.00;0.00;0.00;;172683.46;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;38557841.72;37165969.49;0.00;0.00;6366069.92;0.00;0.00;0.00;0.00;0.00;0.00;;4974197.69;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;4649614.16;0.00;0.00;0.00;0.00;;4649614.16;0.00;120636.88;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1276903.17;1276903.17;0.00
09.236.210/0001-58;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRECATÓRIOS SELECIONADOS I;2024-11-30;S;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;;9236210000158;FECHADO;N;N;;;;;213195231.85;0.00;213195231.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;213192451.24;213192451.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;2780.61;0.00;0.00;0.00;0.00;;2780.61;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
09.239.216/0001-89;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL SM LP;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;FIDC MULTISSETORIAL SM LP;9239216000189;FECHADO;N;S;;;;;10606730.14;7711.74;10022687.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;8664167.60;7356902.11;919551.26;299160.25;1839461.07;0.00;223179.16;0.00;0.00;0.00;0.00;;1451746.84;05106015000152;11.03;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;330986.61;0.00;1027533.53;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;576330.66;576330.66;0.00
09.260.031/0001-56;FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO SRM;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;FIC DE FIDC SRM;9260031000156;FECHADO;N;N;;;;;37232591.12;91294.64;36925537.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;36925537.76;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;215758.72;215758.72;0.00
09.266.437/0001-46;JPP EMPRESAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA;2024-11-30;S;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;9266437000146;FECHADO;S;S;;;;;65372676.75;0.00;65341016.44;65182279.14;130364558.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;65182279.12;6054647000182;199.77;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;158737.30;0.00;0.00;0.00;0.00;;158737.30;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31660.31;31660.31;0.00
09.363.400/0001-36;MERCANTIL NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS MULTISETORIAL;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;MERCANTIL NP FIDC NP MULTISETORIAL;9363400000136;FECHADO;N;S;;;;;173705654.31;2827374.18;169419229.37;53374.45;53374.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;101871953.86;80513171.48;18549700.57;3581154.28;2945113.90;0.00;1888812.75;0.00;0.00;0.00;0.00;;136032.09;04311391000116;12.09;;;;;;;;;;;;;;;;;12311506.28;0.00;0.00;0.00;0.00;;12311506.28;0.00;1572213.75;0.00;14503868.46;0.00;39106312.57;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1459050.76;1459050.76;0.00
